Transliterated_Comment,final_label,gpt_labelled
Only population control can save Hindutav and India red_heart,non-sarcastic,sarcastic
Shayad Feminism chalta hai After some days they will show they used sanitary Pads and play with them,sarcastic,sarcastic
Mountain dudhar ki maa ki choot face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic
beta usna siting cm ki bat ki thi kripya galat fahmi ma na raho,non-sarcastic,sarcastic
ye log barnard kar rahe he,non-sarcastic,sarcastic
Modi 3.0 is loading check_mark_button fire triangular_flag,non-sarcastic,sarcastic
Epic bro skull skull face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic
jai shri ram triangular_flag triangular_flag bhaajapaa hai to mumakina hai raising_hands raising_hands,sarcastic,sarcastic
Pappu being pappu for a reason,sarcastic,sarcastic
salute madam cross_mark oh sorry salute aunty face_with_tears_of_joy face_with_tears_of_joy check_mark_button,sarcastic,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy Lund k Baal h tu,sarcastic,sarcastic
Sab muslim he hai bhik mangne aye hai face_with_tears_of_joy,sarcastic,sarcastic
aapne ghar ki parwarish bata rahi hai.....,sarcastic,sarcastic
bikh mago mile ga congress se,sarcastic,sarcastic
Nehru aur gandhi ke karam.. bhugat rahe hain aaj hum smiling_face_with_open_hands,sarcastic,sarcastic
Is this man for real clown_face,non-sarcastic,sarcastic
apanaa ijzata parivaara bachche dharma propartee ghara izjata bachaanaa hai to beejepee ko vota do,sarcastic,sarcastic
"waise yeh sari mahilaye muslims kyun hain, ek bhi hindu kyun nahi hain new_moon_face",sarcastic,sarcastic
Khata khata fata fat face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic
Mataye behno se gujarish hai bina paise liye wapas nahi hatna folded_hands folded_hands folded_hands,non-sarcastic,sarcastic
Atankwadi ke pille hay sale ! Timebomb hay sale collision double_exclamation_mark,sarcastic,sarcastic
hita raandacha aahe hilaa kaaya bolaa,non-sarcastic,sarcastic
Isko koi acha mila hota to side m bithe ro rhi hoti khti paw paw bacha lo face_with_tears_of_joy,sarcastic,sarcastic
Isliye tu Shri Krishna chinaar the kitne Kanya ke saath soye the fire fire fire fire,non-sarcastic,sarcastic
Gravity gyii maa chudane asi koi chizz hi ni hoti check_mark_button loudly_crying_face,non-sarcastic,sarcastic
tere allaaha kee maan kee cha** bolo jaya shree raama jisako pasanda aayaa vaha laaika karo red_heart red_heart red_heart,sarcastic,sarcastic
Kha se ate hai ye log enraged_face enraged_face enraged_face,sarcastic,sarcastic
betaa mai tere jaisee anapha.da nahee hu,sarcastic,sarcastic
Gravity ki maa ki choot rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,sarcastic
Chutiya banaya tmko rolling_on_the_floor_laughing rolling_on_the_floor_laughing lode....,sarcastic,sarcastic
Anddhbhaokto Pe apne jija ki jeet pach nahi rahi hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic
ek bechare ladke ki khushi nahi dekhi jati tumse?,sarcastic,sarcastic
sarkar bana nahi banne do fir ana,sarcastic,sarcastic
Thanks bholenath ji mai muslim nhi hu u red_heart red_heart red_heart,non-sarcastic,non-sarcastic
kamene jalte hai muslim ki jeet huti,sarcastic,sarcastic
1.3M likes cross_mark 1.3M ch*tiye check_mark_button,sarcastic,sarcastic
baba gorakhnath ki jay . jai shree ram fire,non-sarcastic,non-sarcastic
sabko paisa chahiye cross_mark cross_mark cross_mark cross_mark cross_mark cross_mark cross_mark,sarcastic,sarcastic
And people say Modi is destroying SECULARISM.. face_with_tears_of_joy,sarcastic,sarcastic
ye bhenkeland gadi vala inki jyda ma chadate hai fire fire,non-sarcastic,sarcastic
nodi ji yogi ji triangular_flag triangular_flag,non-sarcastic,sarcastic
jay hind jay bharat eendia eendia eendia,non-sarcastic,non-sarcastic
een moliyo ko haram ka hi chahiye chahe pesa ho ya l.......,sarcastic,sarcastic
Are sale chor india main reh kar bol,sarcastic,sarcastic
Aur tum sab ne like kar ke 1.3 millions kar diya h face_with_rolling_eyes face_with_rolling_eyes,sarcastic,sarcastic
Dar ke ma ke c... face_with_tears_of_joy,non-sarcastic,sarcastic
triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic,sarcastic
मोदी की 15 लाख वाली भी दिखा दो गोदी मीडिया face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic
nehroo saale ke bloonder kee koeeee leeneet naahee he,sarcastic,sarcastic
kidhar ho bro proud to be muslim bale ladke cross_mark middle_finger,sarcastic,sarcastic
राहुल गांधी चोर हैं face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy कहने वाला लाइक करें,sarcastic,sarcastic
Sitting cm bola hai wo anpadh gawar log face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic
Ya 100% hat na chahiye or ye act bana ne wale gadhe the kyu ki bol rhe the India is a secular country than how this act are approved because pura act hi communal he fir desh ko secular country kyu bol rhe ho jab tak ye act haatta nhi India is not a secular country,non-sarcastic,sarcastic
anjanaa jee aapako to dila ho jaanee chaahie 30 karo.da janataa ke mukhyamantree kaa aapane phaalatoo savaala para samaya kharaaba kiyaa hai,sarcastic,sarcastic
bhaavaa tilaa taaee bolaayachee garaja naahee andhaaraatalaa kidaa aahe tee jaasta valavala karoo laagalaa aahe,sarcastic,sarcastic
Nonsense bike Wale face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic
Brick be like :- tum ye pehle karlo face_with_tears_of_joy,non-sarcastic,sarcastic
nodiji plz take care of thia,non-sarcastic,non-sarcastic
nikal khebri jai shree ram folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands,non-sarcastic,sarcastic
Moye moye ho gaya inka face_with_tears_of_joy,non-sarcastic,sarcastic
Yhe dhak lo dogle enraged_face enraged_face enraged_face,non-sarcastic,sarcastic
Gravity chai pene gya haa check_mark_button loudly_crying_face,non-sarcastic,sarcastic
Aur yeh bhi batana apne Ane wali pedi ko ki tum us time sirf bate hi bana rhe the face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic
Another reason why India is not for beginners check_mark_button,sarcastic,sarcastic
Neharu madhatr cho... D thai check_mark_button,non-sarcastic,sarcastic
𝚃𝚞𝚞𝚞 𝚔𝚞𝚝𝚎 𝚑𝚘𝚝𝚎 𝚖𝚐𝚐𝚐 𝚙𝚐 𝚕𝚎𝚟***,non-sarcastic,sarcastic
are kutree neeta raahaa enraged_face enraged_face enraged_face enraged_face,non-sarcastic,sarcastic
Ye biker randikey bachhe ki galti thi thumbs_up_light_skin_tone folded_hands_medium-light_skin_tone,non-sarcastic,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy hindu mirto face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic
"oop to politician ""jhuk ke rehna padega mere age""",sarcastic,sarcastic
aare bheeka maage tujhee laayakee aahe kaa shree raama che varee bolaayachee randee,sarcastic,sarcastic
crying_face crying_face crying_face crying_face crying_face crying_face,non-sarcastic,sarcastic
ma.cdama thoda aatmapareekshana karoona ghyaavaa aani nantara asale shabda bolaave,non-sarcastic,sarcastic
teri bahan ka acche tarike se khyal rakhunga main,non-sarcastic,sarcastic
Kuch log public mein phone pe speaker laga kar baat karte hain jaise unki life Netflix ka original ho. Earphones le lo yaar! 📱📢,sarcastic,sarcastic
Messing with a wrong guy rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,sarcastic
मुस्कुराइए आप लखनऊ में है face_with_tears_of_joy,non-sarcastic,sarcastic
jay shree ram triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag hat teri asi tesi middle_finger middle_finger middle_finger middle_finger writing_hand,non-sarcastic,sarcastic
vote mile toh sab kuch milega,sarcastic,sarcastic
"Bike chalate hue helmet pehna karo, swag kam hoga par jaan safe rahegi! 🚲🪖 #SafetyFirst",non_sarcastic,non-sarcastic
jay jay shree ram triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic,non-sarcastic
हिला अफजल च्या धोत्रात घाला रे rolling_on_the_floor_laughing face_with_tears_of_joy,non-sarcastic,sarcastic
कश्याला गा गां..... मस्ती करायची rap करून face_with_tears_of_joy बस आता बोमलत face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic
Jai shri ram folded_hands folded_hands heart_exclamation heart_exclamation,non-sarcastic,non-sarcastic
ek bat batuo ki patar upar se kon phekta he aur kyon aur bacche ko gar se bahar zameen par kon leta he matlab reel ke kuch bhi face_with_tears_of_joy,sarcastic,sarcastic
bhai udti teer lene ko kisne bola tha.... law ke dallo our thullo ko tumne kiyo moka diya ab pura case tum par dal denge kanoon ke dalle,non-sarcastic,sarcastic
Heart touching video cross_mark kidney touching video check_mark_button,sarcastic,sarcastic
"@Nikhil kal wala hiking experience unforgettable tha yaar, thanks for planning!⛰️😍 #AdventureTime",non_sarcastic,non-sarcastic
Or gravity wo kha gyi crying_face crying_face crying_face crying_face,non-sarcastic,sarcastic
बच्चों को धूप में सूखने के लिए रखा था क्या grinning_face_with_sweat grinning_face_with_sweat,non-sarcastic,sarcastic
Akhand hindu rastra banega Bharat fire fire fire,sarcastic,non-sarcastic
hichaa pana photo mutaarita laavaa ..jaya manase,non-sarcastic,sarcastic
project launch ke baad silence ka phase,sarcastic,sarcastic
Rap dekh liye bhai sabne Tera usme ego bhi dikh Gaya tha Tera face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic
"यूपी वाले हिजड़े है fire अयोध्या वाले नमक हराम, देशद्रोही fire fire crying_face check_mark_button",sarcastic,sarcastic
mujhe bhi dena zara 5 rs ke.. bhookh lagi hai,sarcastic,sarcastic
sirpha musalamaana hee jyaadaatara hee paise lene gayee ye hai sirpha rohaangiyaa musalamaana face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic
kiya bakwas kr rhe ho chacha,non-sarcastic,sarcastic
Sale chuna laga gaya face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic
Re convert the Muslims citizens of India or else they will destroy India just like many countries they destroyed,sarcastic,sarcastic
Dhru rathee ka bapp le mutt diya Teri study me face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy pagal,non-sarcastic,sarcastic
Follow kar rakha tha Ruk unfollow Marta hu clown_face clown_face,non-sarcastic,sarcastic
deko inka aukat hey kabi nahi sundernge,non-sarcastic,sarcastic
nountain dew dar ki maa ki chut,non-sarcastic,sarcastic
nountain dew dar ke ma ke ch*t high_voltage,non-sarcastic,sarcastic
nehru ki bhi us time gand m goli marne chye thi,non-sarcastic,sarcastic
isalie emapee men kaangresa kaa saphaayaa ho gayaa khataakhata fire fire,non-sarcastic,sarcastic
aapni mummy se shadi kr le fir,sarcastic,sarcastic
Are tu hai kon face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic
eesly to isko chutiya koum khte h,non-sarcastic,sarcastic
hilaa jaasta bhaava dyaayachee garaja naahee kona aahe hee paagala.aandhara.,non-sarcastic,sarcastic
triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic,sarcastic
एटीएम कार्ड से पैसे निकाले फटाफट face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy फट गई है कांग्रेस face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic
mila gayaa na too to itanaa maara deba saare,sarcastic,sarcastic
bolne se kuch nahi hota insan kuch v bol le sach ach hota hai,non-sarcastic,non-sarcastic
Rahul Gandhi sirf chutiya banata hai rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,sarcastic
e sab me sirf muslim kio hi,sarcastic,sarcastic
"Abki bar, 400 par uske bad waqf bored sirf Pakistan me nazar aaye ga face_with_tears_of_joy",sarcastic,sarcastic
aaja una jaya chanda kee vajaha se pure uttara pradesha ko gaalee mila rahee hai,non-sarcastic,sarcastic
Rahul khan ne inki halala kardi face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic
Zindagi mein ek hi kaam regular karta hoon—alarm snooze karna. Consistency ho toh aisi! ⏰🙃 #LifeGoals,sarcastic,sarcastic
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing अरे यार कहा से आते हैं ऐसे लोग खटा खट राहुल गांधी को ढूंढो फटा फट इटली भाग गया है rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic,sarcastic
laking sarkar to modi ki bani hai phir kaha sai paisa dega rahul gandhi,non-sarcastic,sarcastic
"Modiji ko vote daona ,Milega Paisa face_with_tears_of_joy face_with_tears_of_joy",sarcastic,sarcastic
Our ye sabko jail se bahar nikal kr bjp me samil kr rhe hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic
Mountain dew cross_mark red bull check_mark_button,non-sarcastic,sarcastic
Jay Shree ram folded_hands folded_hands folded_hands,non-sarcastic,non-sarcastic
teraa baapa. 15laakha milaa dalaala meediaa,sarcastic,sarcastic
Uncle se ek b na hua face_with_tears_of_joy,non-sarcastic,sarcastic
gravity gai ma chudane aisi koi cheez hi nai hoti,non-sarcastic,sarcastic
Sach me lady don h face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic
ek bhi hindu nahi saluting_face saluting_face saluting_face thumbs_up,sarcastic,sarcastic
"linga kaa artha sanskrrita men chinha, prateeka hotaa hai| shivalinga kaa artha huaa shiva kaa prateeka| purusha linga kaa artha huaa purusha kaa prateeka isee prakaara streelinga kaa artha huaa stree kaa prateeka aura napunsaka linga kaa artha huaa napunsaka kaa prateeka|shivalinga (arthaata prateeka, nishaana yaa chihna) ise lingaa, paarthiva-linga, lingam yaa shivaa lingam bhee kahate hain| yaha hindoo bhagavaana shiva kaa pratimaaviheena chihna hai| yaha praakrritika roopa se svayambhoo va adhikatara shiva mandiron men sthaapita hotaa hai| shivalinga ko saamaanyatah golaakaara moortitala para kha.daa dikhaayaa jaataa hai, jise peetham yaa peetha kahate hain| clapping_hands",non-sarcastic,non-sarcastic
