Jay shree ram folded_hands folded_hands folded_hands,non-sarcastic,
aare bahan ke laude aaaj tak channel abhi daftar mein baitha nahin hai sarkari mein shapath liya nahin hai bahan ke laude tere ko ₹1 lakh lakshmi yojana ka tere ko vah chahie bahan ka lauda nodi ko bol pahle,sarcastic,
"gadar jarmani se eendia aaaaaa ja pehele, phir bolega",sarcastic,
aava raanda too konaa konaalaa gheoo raahilee te saanga,non-sarcastic,
ride karu rat bhar bate karu jhant bhar face_with_tears_of_joy,non-sarcastic,
yaha pe koi hindu bhi h,non-sarcastic,
aallah muhla ka halala se paida hua last mahjab aatankwad jihad karne wala banta hai grinning_face sachai hai,sarcastic,
hijde far better than up hindus,sarcastic,
aabe congress abe congress jita nahin yah congress jitane to tumko kaha laura chalega,sarcastic,
crying_face crying_face crying_face crying_face clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands,non-sarcastic,
face_with_open_eyes_and_hand_over_mouth तेल लगावो डाबर का face_with_tears_of_joy नाम मिटाओ बाबर का fire face_with_tears_of_joy,non-sarcastic,
1 thappad marte bus sahi ho jati ye,sarcastic,
Total Nonsense and Nautanki MANDALI BJP PARTY AND THEIR FOLLOWERS enraged_face face_with_symbols_on_mouth enraged_face face_with_symbols_on_mouth enraged_face,non-sarcastic,
Court with in a court raising_hands,non-sarcastic,
nountain dew like dar ki maa ki ch*t skull moai,non-sarcastic,
Der ke aage chhutiuya hai rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing face_with_tears_of_joy,non-sarcastic,
jaya shree raama triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag raavana to aise hee hamane badanaama kara diyaa thaa,non-sarcastic,
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
yah gb road ka paidaish nahin sudha rahega,non-sarcastic,
Thok du ky sale ko face_with_tears_of_joy,sarcastic,
Sayoni ghos ki gaand...... Me mera condom wala....... L ou. D. A. Jayega....... oncoming_fist oncoming_fist oncoming_fist oncoming_fist oncoming_fist oncoming_fist oncoming_fist,non-sarcastic,
aare paisa kaise milega wo pm banenge tab na nilenge milenge sabr karo ek din zaroor milega,non-sarcastic,
Mountain dew+ five-star cross_mark = Kheni check_mark_button moai fire,non-sarcastic,
pesa dila de apni party se bhai face_with_tears_of_joy,sarcastic,
Isko zinda kon rkha bey slightly_smiling_face,sarcastic,
thappad mar diya to aaurto ke liye gyan dene wale a jayenge,non-sarcastic,
hindu_temple hindu_temple hindu_temple hindu_temple hindu_temple hindu_temple om om om om om om om om triangular_flag triangular_flag triangular_flag triangular_flag folded_hands folded_hands folded_hands smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts smiling_face_with_hearts modi ji folded_hands folded_hands folded_hands om om om triangular_flag triangular_flag,non-sarcastic,
mujhe to ek bhu muslim ka camment ni dikh rha,non-sarcastic,
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
Aor de lo congress ko vot.... Le lo 8500₹ lag jao line me.... face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
kahan se a rahe hain ye log,non-sarcastic,
jay triangular_flag shree triangular_flag ram triangular_flag triangular_flag top_arrow,non-sarcastic,
"First, listen carefully and then judge: Dhruv Rathee is discussing that it's the first time in India a sitting Chief Minister is going to jail, not about it being the first time for Kejriwal, as Kejriwal first became Chief Minister in 2013",non-sarcastic,
pappoo paagala kahaa se degaa yahee saba bjp ko haraya aba phree kaa paisaa lene laaina lagaa lee,sarcastic,
Transliterated_Comment,sarcasm_label,
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing khatakhat bolna nhi bhul raha h koi,non-sarcastic,
kauna hai ye sanjaya raauta?? jela jaa kara mana nahee bharaa sanjaya raauta kaa|| aba hama nahee sunege hamaare prabhu raama ke baare men|,non-sarcastic,
lal story valya o are adh bhakt kiti re yede ahet tumi khar ram nhvata re jara brahman vichar tumcha dokyatun kadun taka ani mang dharm jopasa,non-sarcastic,
Chdgyi chudgyi theek h was prrsonal,non-sarcastic,
Sikhs cross_mark . Desh drohi check_mark,non-sarcastic,
Chorrr cross_mark Aaj tak Jhutte cross_mark,sarcastic,
Lo Up vaalo aur dedo vote congress face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
"beti? bap bap hota hain, eisa nhi karte",sarcastic,
Thats the reason i hate moto vloger and chapri riders,non-sarcastic,
eenko modi hi tight kar rakta he enraged_face,sarcastic,
pata nhi dar mujhe kyun lag rha hai skull,non-sarcastic,
sahi hai bhai me to hindu hu triangular_flag,non-sarcastic,
that means you are saying it’s ok to have so many kids….bhai waise hi gareeb dikhra h ye….upar se itne bacche kar liye …laga dega unko cycle ki dukan pe,non-sarcastic,
aare chicha eetne puncture ki dukan kaha khulwaoge,non-sarcastic,
koi babri masjid to mitti me mil gai,non-sarcastic,
bolte raho koi fark nahi padta,non-sarcastic,
Respect for her try face_blowing_a_kiss face_blowing_a_kiss,non-sarcastic,
sale tere munh se sirf nafrat ka bat nikalta hai tujhse bekar news anchor maine kabhi nhi dekha,sarcastic,
Lgta hai in logo pakistan khder dena chahiye enraged_face enraged_face,non-sarcastic,
kya din a gae h ab tihadi bhi desh bhakti ka gyan denge face_with_tears_of_joy,sarcastic,
Dhruv tattee deluding his followers indeed,non-sarcastic,
Chocolate nahi cross_mark khabees ka check_mark_button,non-sarcastic,
bre khtrnak log hai yar skull,non-sarcastic,
Bro is no maniac bro folded sad. frowning_face frowning_face,non-sarcastic,
Chacha ne thokna tha use galti kar di bacha k,non-sarcastic,
Yisme gravity kha gayi loudly_crying_face loudly_crying_face,non-sarcastic,
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic,
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
No word this bull shit guy,non-sarcastic,
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
Badi duwidha thi..... Phir humne Socha... Choro yaar Dalali krte hain thumbs_up,sarcastic,
ooska privet pirt may ek tatoo karo vhai,non-sarcastic,
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic,
Mataye behno se gujarish hai bina paise liye wapas nahi hatna folded_hands folded_hands folded_hands,non-sarcastic,
Itne Khatarnak log Hain yah to Nuclear missile ko bhi rok Denge rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,
kuch na karke dar ki machodo skull,non-sarcastic,
March---od chup raha khud to Germany ma ha,sarcastic,
crying_face Respect for her India red_heart,non-sarcastic,
dhruv ka najayaj bap h modi tbhi eenna kalpta rolling_on_the_floor_laughing,non-sarcastic,
educationed nhi hote lekin uske bad education ki jaroorat hi nhi padegi tujhe,sarcastic,
eendia me sb ko muft me chaye kisi ko mahenant nai krni enraged_face,sarcastic,
"Owasi before court decision - we only believe in law, after court decision - ye faisla galat h meri masjid he sahi h skull skull_and_crossbones",sarcastic,
bhagwan he saza dega… ap log ko bharosa hai bhagwan par… phir yahi or chor do,sarcastic,
Brand ambassador of mountain sunrise_over_mountains snow-capped_mountain dew,non-sarcastic,
system oonka hai aangrejo wala paisa bolta hai,non-sarcastic,
they call BJP and Rss and Hindutava Party meanwhile congress being a religiously driven party for so many years and everyone turning a blind eye to it. The discrimination is CLEAR & EVIDENT.,non-sarcastic,
4 june k bad nhi rehega,non-sarcastic,
"bhai inki ma chod do mullo ko jaha b mile hindu muslim kabhi bhai nai tha ye dalle hai behan k lund .inme mahoomad ne logo ki biwion ,naukar ki ladki se jabardasti shadi ki behan chod hai ye inko jaha b hai inki roji roti maro ma chod do inki",non-sarcastic,
Dawood ko pakd lete na kyu nhi pakde face_with_tears_of_joy,sarcastic,
1500 sal pehle muslim ka koi nisan v tha kya?,non-sarcastic,
Isi Wajah se Congress ka Desh Safaya hoga ab.. Fata-fat.. Fata-fat.. Fata fat rolling_on_the_floor_laughing face_with_tears_of_joy rolling_on_the_floor_laughing,sarcastic,
ye chhapri direct truck k neeche nahi a sakte kya?,sarcastic,
aare lund ke chhed tune q dala video pr,sarcastic,
skull skull skull skull skull skull nountain dew darr ki na ki choot,non-sarcastic,
aare aunty ji apka baccha to plastic ka nikala doctor ko batao face_with_tears_of_joy,sarcastic,
5 star Darr ki maa ki chut face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
Abe yrrr Pakistan bhejo enko pappu ke sath face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
Laga deya na chuna face_with_tears_of_joy bena khaine k,non-sarcastic,
laura kiya bhok raha hai foreign may rahkar eendia may akar openly bol,non-sarcastic,
es vakab board ko jaldi se khatam kro,non-sarcastic,
heecha konee dokyaata ghioo nakaa heejhavaadeecha aahe face_with_tears_of_joy,non-sarcastic,
Situation handle kr rahi hai bhai jyada na socho face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
Dhruv ko pdao koi rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,
hila kapli pahije pahila tuzi layki pan nahi ram nam ghyaychi face_with_raised_eyebrow face_with_raised_eyebrow hi nakkich magchya janmat ravnachi bahin shurpnakha asele hiche sudhha nak kaple pahije mhanje enraged_face enraged_face,sarcastic,
betaa pa.dhane ke umra me reela nahee banaate agara kisee ne sahee se choda diyaa na to reela to choro do dina taka mootane me v dikkata ho jaayegaa bolo modee jee kee jaya jaya shree raama,sarcastic,
"modee jee aapa aage ba.do hama saba aapake saatha hain jaya shree raama, jaya hinda, jaya emapee| red_heart red_heart red_heart",non-sarcastic,
nuslim cross_mark_button bhikharishtan ka bhikhari check_mark_button moai,non-sarcastic,
Sab kuch sambhav hai rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,
Eat 5 star do nothing face_with_tears_of_joy,non-sarcastic,
hara hara mahaadevavinaasha kaale vipareeta buddhi,non-sarcastic,
Even Lalu Yadav went to jail as a sitting chief minister back in 1995,non-sarcastic,
eendia eendia eendia saluting_face saluting_face saluting_face saluting_face,non-sarcastic,
moai skull fire check_mark_button rolling_on_the_floor_laughing cross_mark cross_mark_button face_with_tears_of_joy,non-sarcastic,
are yaanchyaa gharee saangaa konee teree shikanyaa chyaa vayaata kaaya chaale karataayeta te face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
yahudi to ab palestine me pelre h to dikkat hori h bhadve ko,sarcastic,
wahh bjp kya logic hai face_with_tears_of_joy,sarcastic,
jao halala karke.....waise... nobile... nusic to haram hai na?,sarcastic,
triangular_flag triangular_flag jai shree ram triangular_flag triangular_flag,non-sarcastic,
kaba kaba oonboxing video kab ?,non-sarcastic,
Dar ke ma ke xyz face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
Beauty of Islam star_and_crescent face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
Waqf cross_mark What the Fuck check_mark_button,non-sarcastic,
Kaha gaye re rathee ke pilleee face_with_tears_of_joy dikhai nahi de rahe,non-sarcastic,
naro eski ma ki bur chodo,sarcastic,
Bolo jai shree mahakaal red_heart red_heart,non-sarcastic,
Daar ki ma ki ch** face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
manje too kharaaba too gahaana maga sagale kharaaba kaa . kutree,sarcastic,
cross_mark bhai hath kaha kaha ja raha hai skull,non-sarcastic,
Hug diya German shepherd k upr face_with_tears_of_joy,non-sarcastic,
babri masjid mai jakr dikho to maanu ki jinda hai,sarcastic,
yah pure ekadam pure chhinal hai,non-sarcastic,
bro eats 1000000 dhruv in brakefast,non-sarcastic,
eendian girl like karen eendia eendia eendia,sarcastic,
1.kuch na karke bhi dekhiye. 2. dara ki ma ki ch infinity t skull,non-sarcastic,
India India India pensive_face relieved_face pensive_face relieved_face relieved_face pleading_face pleading_face,non-sarcastic,
"Eat 5 star do nothing, Mountain Dew Darr ki mKc clapping_hands",sarcastic,
Osm check_mark_button check_mark_button check_mark_button check_mark_button check_mark_button,non-sarcastic,
Abhi kuch din pahle ayodhya me bhi aysa hi bheed tha face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy tab to apki Gand me khujli nahi hui face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
Congress ka itna aukat nhi h thaka thak Paisa de wo safa chat ho gya or ek din BJP join v krega check_mark_button,sarcastic,
"aaa rahen hain phira se modee jee,,, triangular_flag triangular_flag triangular_flag",sarcastic,
Transliterated_Comment,sarcasm_label,
behn ki londi ko koi vote na de,sarcastic,
red_heart red_heart red_heart red_heart red_heart ye hui na baat smiling_face_with_heart-eyes,non-sarcastic,
aaur 15lakh ka kya tera bap batayega face_with_tears_of_joy,sarcastic,
Eat 5 star do nothing............ Mountain Dew 'dar ke aage maut hai ' face_with_tears_of_joy,sarcastic,
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
Proud to be hindu bhagwaan tera lak lakh sukriya folded_hands folded_hands triangular_flag triangular_flag triangular_flag,non-sarcastic,
Nehru was madarchod. Admit it or not.,sarcastic,
Where is educated fans face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
Jai hind red_heart red_heart ye hamre century ki ijat hai,non-sarcastic,
aare gernaan shepherd to chutiya hai,sarcastic,
માઉન્ટેન ડ્યુ ડર કી માકી ચૂત moai skull rolling_on_the_floor_laughing,non-sarcastic,
tel lagaya dabar ka...ma c--d gya babar ka...ram ram,non-sarcastic,
bjp ane do triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag sab aye ge propartee,sarcastic,
Chl chl nikal hawa ane de dalle face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
Respect each other's religion. Or ye bnd bakwas kr raha hy.,non-sarcastic,
Mere a bs me hota to licens radh krwa deta aur jurmana alag se rakhta face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy khata khat khata khat,non-sarcastic,
Me to na sehta uncle crying_face,non-sarcastic,
Dhurv Rathee cross_mark Gand me lathi check_mark_button,sarcastic,
eendia eendia ismein bhi ees tarah nujhe kah raha tha eendia nein aaakar bataen ek bar apni asali bap ki aulad ho to,sarcastic,
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy gand jali h बरनोल ले ले,sarcastic,
iske khilaf koi action kyu nhi liya gya thinking_face,non-sarcastic,
UP se he kya ye log face_with_tears_of_joy,non-sarcastic,
eenlog isliye tho ek sal ki paise keliye ithi sal pappu ke vote dete ish bar hoyi kiye..abh papu ko ane dho,sarcastic,
tere bete or tujhe dono ko pakistan mai fek diya jayega,sarcastic,
