Original_Comment,Cleaned_Comment,Transliterated_Comment
Sabki chor teri phattt gyi yeh Sab dekh kar 😂😂😂,Sabki chor teri phattt gyi yeh Sab dekh kar face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Sabki chor teri phattt gyi yeh Sab dekh kar face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Isliye sab bol rahe hai ki Modi ne Ram mandir banaya hai,Isliye sab bol rahe hai ki Modi ne Ram mandir banaya hai,eesliye sab bol rahe hai ki nodi ne ram mandir banaya hai
Who are you???😂😂😂,Who are you??? face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Who are you??? face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Jay shree ram ❤️❤️❤️❤️❤️,Jay shree ram red_heart red_heart red_heart red_heart red_heart,Jay shree ram red_heart red_heart red_heart red_heart red_heart
মোয়ে মোয়ে🤣🤣🤣🤣🤣,মোয়ে মোয়ে rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,মোয়ে মোয়ে rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing
@swati_das1999 phirrrr ye ladki gyani h😭🫶,phirrrr ye ladki gyani h loudly_crying_face heart_hands,phirrrr ye ladki gyani h loudly_crying_face heart_hands
कितना पढ़ता होगा भाई ये आदमी,कितना पढ़ता होगा भाई ये आदमी,kitanaa pa.dhataa hogaa bhaaee ye aadamee
Chacha bhuke mar rhe h tu to gmar h buddi muddi bhgwan ne di nhi h to fate dhol kese na bazo nhii to..,Chacha bhuke mar rhe h tu to gmar h buddi muddi bhgwan ne di nhi h to fate dhol kese na bazo nhii to..,chacha bhuke mar rhe h tu to gmar h buddi muddi bhgwan ne di nhi h to fate dhol kese na bazo nhi to..
Bolne de gaand jali hai😂,Bolne de gaand jali hai face_with_tears_of_joy,Bolne de gaand jali hai face_with_tears_of_joy
Proude to be hindu and sanatani,Proude to be hindu and sanatani,Proude to be hindu and sanatani
@shahnawaz_zari_wala_2404  Jo tu padaso 📖 to main nahi pada.😂 anpad hi samaj magar tere jsa nalayak to nahi.,Jo tu padaso open_book to main nahi pada. face_with_tears_of_joy anpad hi samaj magar tere jsa nalayak to nahi.,jo tu padaso open_book to main nahi pada. face_with_tears_of_joy anpad hi samaj magar tere jsa nalayak to nahi.
Musalman Jeet Gaya to jaal rahi hai kya,Musalman Jeet Gaya to jaal rahi hai kya,nusalman jeet gaya to jal rahi hai kya
सारे के सारे हरामख़ोर हैं … राठी को मिलके …,सारे के सारे हरामख़ोर हैं … राठी को मिलके …,saare ke saare haraamakora hain … raathee ko milake …
Tum bhi chudo gi ak din,Tum bhi chudo gi ak din,tum bhi chudo gi ak din
Han one sided bolega na kyun ki pichhe se kaun pelta he iski unko pata nahin tha,Han one sided bolega na kyun ki pichhe se kaun pelta he iski unko pata nahin tha,han one sided bolega na kyun ki pichhe se kaun pelta he iski unko pata nahin tha
❌❌❌❌❌❌❌❌ Ram ram rm😂😂😂😂😂🔥,cross_mark cross_mark cross_mark cross_mark cross_mark cross_mark cross_mark cross_mark Ram ram rm face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy fire,cross_mark cross_mark cross_mark cross_mark cross_mark cross_mark cross_mark cross_mark Ram ram rm face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy fire
Shakal Dekhi apni wali tum log ne,Shakal Dekhi apni wali tum log ne,shakal dekhi apni wali tum log ne
Kejriwal ne kutta pala tha vahi Aaj bhaunk raha hai🐕,Kejriwal ne kutta pala tha vahi Aaj bhaunk raha hai dog,kejriwal ne kutta pala tha vahi aaaj bhaunk raha hai dog
Bilkul sahi bole hai ye. Yahi to hume apne baap dada ne bataya hai ke babar ke zulmo ki kahani bolte rehna apne marne tak aur apne bacho ko bhi batana ke kya kia tha wo aur uske jaise mughlo ne.,Bilkul sahi bole hai ye. Yahi to hume apne baap dada ne bataya hai ke babar ke zulmo ki kahani bolte rehna apne marne tak aur apne bacho ko bhi batana ke kya kia tha wo aur uske jaise mughlo ne.,bilkul sahi bole hai ye. yahi to hume apne bap dada ne bataya hai ke babar ke zulmo ki kahani bolte rehna apne marne tak aur apne bacho ko bhi batana ke kya kia tha wo aur uske jaise mughlo ne.
Ider se alloo dalege udar se sona niklega,Ider se alloo dalege udar se sona niklega,eeder se alloo dalege udar se sona niklega
व्हिडिओ बगूनच चडीचा वास आला राव 😂😂😂,व्हिडिओ बगूनच चडीचा वास आला राव face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,व्हिडिओ बगूनच चडीचा वास आला राव face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Pappu ne chuna lga Diya sbko,Pappu ne chuna lga Diya sbko,pappu ne chuna lga diya sbko
Sharm kro musalmano ko badnaam krti h😡😡😡😡,Sharm kro musalmano ko badnaam krti h enraged_face enraged_face enraged_face enraged_face,sharm kro musalmano ko badnam krti h enraged_face enraged_face enraged_face enraged_face
Kya hi chutiya admi hai ya,Kya hi chutiya admi hai ya,kya hi chutiya admi hai ya
Mountain Dew  dar ke maa kaa chut,Mountain Dew dar ke maa kaa chut,nountain dew dar ke ma ka chut
"@harsh4peace 100% I agree bro... Kuch bewakoofo ko samajh hi nhi a rha h..ki ekbar population humari Kam Hui, uske baad kya nanga naach hoga idhr... Lekin jab kisi party ki andhbhakti karni ho to kya hi kaha ja skta h..aur Modi ji to so called minorities k triptikaran k kaam v chalu kr diye hai. 😢","100% I agree bro... Kuch bewakoofo ko samajh hi nhi a rha h..ki ekbar population humari Kam Hui, uske baad kya nanga naach hoga idhr... Lekin jab kisi party ki andhbhakti karni ho to kya hi kaha ja skta h..aur Modi ji to so called minorities k triptikaran k kaam v chalu kr diye hai. crying_face","100% ee agree bro... kuch bewakoofo ko samajh hi nhi a rha h..ki ekbar population humari kam hui, uske bad kya nanga nach hoga idhr... lekin jab kisi party ki andhbhakti karni ho to kya hi kaha ja skta h..aur nodi ji to so called minorities k triptikaran k kam v chalu kr diye hai. crying_face"
Mountain Dew dar ki maa ki bhosda,Mountain Dew dar ki maa ki bhosda,nountain dew dar ki ma ki bhosda
बेचारी गरीब का नुकसान कर दिया अगर इसका भरपाई नहीं किया होगा तो जा तू एक दिन भीख मांगेगा🔥🔥🔥,बेचारी गरीब का नुकसान कर दिया अगर इसका भरपाई नहीं किया होगा तो जा तू एक दिन भीख मांगेगा fire fire fire,bechaaree gareeba kaa nukasaana kara diyaa agara isakaa bharapaaee naheen kiyaa hogaa to jaa too eka dina bheekha maangegaa fire fire fire
Jay shree ram 🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩 hat Teri asi tesi 🖕🖕🖕🖕✍️,Jay shree ram triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag hat Teri asi tesi middle_finger middle_finger middle_finger middle_finger writing_hand,jay shree ram triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag hat teri asi tesi middle_finger middle_finger middle_finger middle_finger writing_hand
Arrest kro ese😡😡😡😡,Arrest kro ese enraged_face enraged_face enraged_face enraged_face,aarrest kro ese enraged_face enraged_face enraged_face enraged_face
Dhruv rathee  yaha ke pm ko hi rutwaba dikhta hain,Dhruv rathee yaha ke pm ko hi rutwaba dikhta hain,dhruv rathee yaha ke pm ko hi rutwaba dikhta hain
15 lakh kaha gye Modi Wale 😂,15 lakh kaha gye Modi Wale face_with_tears_of_joy,15 lakh kaha gye Modi Wale face_with_tears_of_joy
Kutte door se he bhokte hai .India me hote muh todh dete .😮😮,Kutte door se he bhokte hai .India me hote muh todh dete . face_with_open_mouth face_with_open_mouth,Kutte door se he bhokte hai .India me hote muh todh dete . face_with_open_mouth face_with_open_mouth
Yeh Alag Hi Moorkh Hain..Sitting CM kaha usne bewakoof.,Yeh Alag Hi Moorkh Hain..Sitting CM kaha usne bewakoof.,yeh aalag hi noorkh hain..sitting cn kaha usne bewakoof.
Ye ghatiya Aadmi hey iska naam hi kyun lete ho,Ye ghatiya Aadmi hey iska naam hi kyun lete ho,ye ghatiya aaadmi hey iska nam hi kyun lete ho
"Consanguinity laughing in corner.....Examples of autosomal recessive disorders include:
1. Cystic fibrosis
2. Sickle cell anemia
3. Tay-Sachs disease
4. Phenylketonuria (PKU)
5. Albinism
6. Gaucher disease
7. Spinal muscular atrophy (SMA)
8. Thalassemia😂😂",Consanguinity laughing in corner.....Examples of autosomal recessive disorders include: 1. Cystic fibrosis 2. Sickle cell anemia 3. Tay-Sachs disease 4. Phenylketonuria (PKU) 5. Albinism 6. Gaucher disease 7. Spinal muscular atrophy (SMA) 8. Thalassemia face_with_tears_of_joy face_with_tears_of_joy,Consanguinity laughing in corner.....Examples of autosomal recessive disorders include: 1. Cystic fibrosis 2. Sickle cell anemia 3. Tay-Sachs disease 4. Phenylketonuria (PKU) 5. Albinism 6. Gaucher disease 7. Spinal muscular atrophy (SMA) 8. Thalassemia face_with_tears_of_joy face_with_tears_of_joy
😀😀😃😃😄😄😁😁😁😆😆😆😁😁😄😃😃😀😀😀😀,grinning_face grinning_face grinning_face_with_big_eyes grinning_face_with_big_eyes grinning_face_with_smiling_eyes grinning_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes grinning_squinting_face grinning_squinting_face grinning_squinting_face beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes grinning_face_with_smiling_eyes grinning_face_with_big_eyes grinning_face_with_big_eyes grinning_face grinning_face grinning_face grinning_face,grinning_face grinning_face grinning_face_with_big_eyes grinning_face_with_big_eyes grinning_face_with_smiling_eyes grinning_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes grinning_squinting_face grinning_squinting_face grinning_squinting_face beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes grinning_face_with_smiling_eyes grinning_face_with_big_eyes grinning_face_with_big_eyes grinning_face grinning_face grinning_face grinning_face
Only one n only one Chatrapati Shivaji.....Bolo Jay shree Ram...🔥🔥🔥🔥🔥,Only one n only one Chatrapati Shivaji.....Bolo Jay shree Ram... fire fire fire fire fire,Only one n only one Chatrapati Shivaji.....Bolo Jay shree Ram... fire fire fire fire fire
Babar se chudwati thi kya 😂😂😂 Jo itana pyar hai babar se 😂😂😂😂😂,Babar se chudwati thi kya face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy Jo itana pyar hai babar se face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Babar se chudwati thi kya face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy Jo itana pyar hai babar se face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Baba ji ka ghanta le Lo ghanta,Baba ji ka ghanta le Lo ghanta,baba ji ka ghanta le lo ghanta
ये तो खुद बंगाली वेब सीरीज की नंगी औरत है,ये तो खुद बंगाली वेब सीरीज की नंगी औरत है,ye to khuda bangaalee veba seereeja kee nangee aurata hai
Teri to ghand fati gi hi BJP ke talwar chatne wali miday,Teri to ghand fati gi hi BJP ke talwar chatne wali miday,teri to ghand fati gi hi bjp ke talwar chatne wali miday
Andbhkto ki jli na bs yhi to dekhna tha kitni or kis kis ki jli...😂😂😂😂modi ke saputro ki jli...,Andbhkto ki jli na bs yhi to dekhna tha kitni or kis kis ki jli... face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy modi ke saputro ki jli...,Andbhkto ki jli na bs yhi to dekhna tha kitni or kis kis ki jli... face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy modi ke saputro ki jli...
❤️❤️❤️❤️🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,red_heart red_heart red_heart red_heart India India India India India India India,red_heart red_heart red_heart red_heart India India India India India India India
Is bkl ki video dekh kar to gussa aur aata hai,Is bkl ki video dekh kar to gussa aur aata hai,ees bkl ki video dekh kar to gussa aur ata hai
Dar ke aage Jeet hai mountain due piyo 💀💀💀🗿😂✅,Dar ke aage Jeet hai mountain due piyo skull skull skull moai face_with_tears_of_joy check_mark_button,Dar ke aage Jeet hai mountain due piyo skull skull skull moai face_with_tears_of_joy check_mark_button
O sitting cm banne ke bad bol Raha hai baklol,O sitting cm banne ke bad bol Raha hai baklol,o sitting cm banne ke bad bol raha hai baklol
Uncle ne bacha di side hata ke,Uncle ne bacha di side hata ke,ooncle ne bacha di side hata ke
Dhrav rathee madarchod hai ❌ 🇮🇳✅,Dhrav rathee madarchod hai cross_mark India check_mark_button,Dhrav rathee madarchod hai cross_mark India check_mark_button
Itna hi educated h to kbhi aaye sudhanshu sir ke samne ptha chl jayega,Itna hi educated h to kbhi aaye sudhanshu sir ke samne ptha chl jayega,eetna hi educated h to kbhi aye sudhanshu sir ke samne ptha chl jayega
