Original_Comment,Cleaned_Comment
"Jeewan mein Kushal Mangal dono hai, magar Shraddha aur Bhavna nahi hai.
#SingleGuyProblem","jeewan mein kushal nangal dono hai, magar shraddha aur bhavna nahi hai. #singleguyproblem"
Devlope sirf sahro me hota hai gawo me nahi.,devlope sirf sahro me hota hai gawo me nahi.
"Badh raha apraadh ban rahe hathyaar

 #BadliyeSarkarBadliyeBihar",badh raha apradh ban rahe hathyar #badliyesarkarbadliyebihar
"asia stocks mostly up on us ,  china data: asian stock markets advanced friday as a batch of upbeat economic data from the u . s .  and chi .  .  . ","asia stocks mostly up on us , china data: asian stock markets advanced friday as a batch of upbeat economic data from the u . s . and chi . . ."
Didi @SethShruti itna rona-dhona karne ke bad account to verify ho gaya par TV mein koi chhota-mota role bhi mila kya?,didi itna rona-dhona karne ke bad account to verify ho gaya par tv mein koi chhota-mota role bhi mila kya?
@supaarwoman @rushingquark Mujhe na koi zone ke naam dikhayi dete hai na sunayi dete hai... Sirf ek zone... drunk zone,nujhe na koi zone ke nam dikhayi dete hai na sunayi dete hai... sirf ek zone... drunk zone
"help me smart peeps: i need to get from the city to alsip ,  back to the city on a friday night .  cheapest way to go ?  (it's for a wedding)","help me smart peeps: i need to get from the city to alsip , back to the city on a friday night . cheapest way to go ? (it's for a wedding)"
"@IamVibhor_ Suno gaur se Duniya walon, Aao milke @CostaCoffeeInd ke saath ek #FREEDOMASH bana lo :)","suno gaur se duniya walon, aaao milke ke sath ek #freedonaash bana lo"
"Suna hai, magar ek swag unka hai","suna hai, magar ek swag unka hai"
"@aniket51082 yes, uska purpose hi yahi hai.","yes, uska purpose hi yahi hai."
"@Areenge beta jakey parhai karo , aage wohi kaam aegi","beta jakey parhai karo , age wohi kam aegi"
He lost the wrist watch he is wearing in this pic !.... :D,He lost the wrist watch he is wearing in this pic !....
"@perky_girl16 khud le lo poll, jo tumhe pasand hai mujhe woh pasand nahi hai. Kya problem hai Usmein?","khud le lo poll, jo tumhe pasand hai mujhe woh pasand nahi hai. kya problem hai oosmein?"
"@someUSER follow @someUSER  ,  find her on november 26 .  meet her .  she'll be at the bell center by 4:00pm its her dream 2 meet u !  ! 90","follow , find her on november 26 . meet her . she'll be at the bell center by 4:00pm its her dream 2 meet u ! ! 90"
"""Ma'm aap online payment kar sakti hai credit card se""

Maine kisi ke baap se udhaar nahi li, credit ki baat karta hai? Tera kya credit hai?","""na'm ap online payment kar sakti hai credit card se"" naine kisi ke bap se udhar nahi li, credit ki bat karta hai? tera kya credit hai?"
RT republic: Ye bhi sanyog hai ki Geeta ke bhi 18 adhyaay thay aur #GST Council ki bhi 18 meetings hui: PM Modi at #MidnightGSTLaunch,rt republic: ye bhi sanyog hai ki geeta ke bhi 18 adhyay thay aur #gst council ki bhi 18 meetings hui: pn nodi at #nidnightgstlaunch
@AdvancedMaushi Mein bhi jaa raha hu peene :),nein bhi ja raha hu peene
@bruiselee @c_aashish kaka aap jaise customers ke liye hi toh yeh services hain. Yeh gareeb log faltu chill pau macha rahe hain,kaka aap jaise customers ke liye hi toh yeh services hain. Yeh gareeb log faltu chill pau macha rahe hain
"Bhai "" yeh wale global yogi hai from selfie generation .... pehle walon ke liye apne publicity ke liye sarkari tantra kaafi tha #MakeInIndia","Bhai "" yeh wale global yogi hai from selfie generation .... pehle walon ke liye apne publicity ke liye sarkari tantra kaafi tha #MakeInIndia"
"RT @shrishtimona : kabhi kabhi to ye sonch ke bdi hasi a jati hai ki , Neil Nitin Mukesh ke bete ka naam kya hoga .","rt : kabhi kabhi to ye sonch ke bdi hasi a jati hai ki , neil nitin nukesh ke bete ka nam kya hoga ."
#GST is a good step... Aap ne tau desh ka beda gark karne Ki kasam khai hai,#gst is a good step... aaap ne tau desh ka beda gark karne ki kasam khai hai
"@RowdyTalks waise gandhagi karne mein hujm peeche nahi hai, pencil ko bhi kaa/gaand mein daal kar khuja sakte hai zaroorat padne par","waise gandhagi karne mein hujm peeche nahi hai, pencil ko bhi ka/gand mein dal kar khuja sakte hai zaroorat padne par"
@LagharVaghar so ja bhai,so ja bhai
Kya ukhaad leta?https://twitter.com/RanaAyyub/status/890445884907032577 …,kya ukhad …
So I suppose BOtS have done #GST or #DeMonetisationDisaster Vikas k saath Smriti bhi pagal ho gayi hai,So I suppose BOtS have done #GST or #DeMonetisationDisaster Vikas k saath Smriti bhi pagal ho gayi hai
Brlnt Ans By bf on Brk Up . Girl ,Brlnt Ans By bf on Brk Up . Girl
"1. Salman bhai
2. Salman bhai
3. SRK
https://twitter.com/taran_adarsh/status/678162909000769536 …",1. salman bhai 2. salman bhai 3. srk …
LOL! Teja ye hai. Mark idhar hai...oops!https://twitter.com/IndiaToday/status/773519341849640960 …,lol! teja ye hai. nark idhar …
@YearOfRat @MeetUunngLee LOL. Hadd hai ye!,lol. hadd hai ye!
Ek new status pe baat krte haii ,ek new status pe bat krte hai
"#OldMonkWhen
Saathiya ye tune kya kiya?",#oldnonkwhen sathiya ye tune kya kiya?
.@sagarikaghose ab baarish bhi Modi jo karwaenge ?? Kyu paglu aurat,. ab barish bhi nodi jo karwaenge ?? kyu paglu aurat
RT @Nawabzaadaa : Manhoosiyaat ki dukaan #imrankhan #imrankhan #pak #ind #TeamIndia #PAKvsIND #IndvsPak #WT20 #pak https://t.co/ygaMJSTOuT,rt : nanhoosiyat ki dukan #imrankhan #imrankhan #pak #ind #teameendia #paakvseend #eendvspak #wt20 #pak
@IAmTathagat Hum to abhi bhi Naturopathy Yoga pe hans rahe hai bhai @bhak_sala @OpIndia_com,Hum to abhi bhi Naturopathy Yoga pe hans rahe hai bhai
you earned my like :d .,you earned my like .
@friendlii_ghost tu jo bhi network pe jaata hai wo band ho jaata hai,tu jo bhi network pe jata hai wo band ho jata hai
#RailBudget2015 Kudos to sureshpprabhu & narendramodi keep up on #LAB and #Budget2015 #bigontop,#RailBudget2015 Kudos to sureshpprabhu & narendramodi keep up on #LAB and #Budget2015 #bigontop
Kal daaru ki ganga bahegi. #IndvsBan,kal daru ki ganga bahegi. #eendvsban
.@British_Airways chyamaila kona barobar boltos re asa? Tumchi maartoch aata thaamb. MARATHYA UPAS TUJHI TALWAR @sachin_rt,. chyamaila kona barobar boltos re asa? tumchi martoch ata thamb. naaraathyaa oopaas toojhee taalwaar
@ImRaina to pelte hi ja raha hai,to pelte hi ja raha hai
@narendramodi ji #surgicalstrike part 2 ka time aa Gaya hai ab to bahubali 2 bhi aa Gaya ye kab aa Raha hai ...,ji #surgicalstrike part 2 ka time a gaya hai ab to bahubali 2 bhi a gaya ye kab a raha hai ...
"@TadkaSingh tadka singh ji, aapki baato me hamesha se bohot dam hota hai","tadka singh ji, apki bato me hamesha se bohot dam hota hai"
@Insane_chorri pagal ho gaya hai,pagal ho gaya hai
RT @YuvaiTV : Tyagi and Khaitan are examples of ' Behti Ganga me Haath Dho lena ' : RM @manoharparrikar in LS #AgustaWestlandScam https://t.co/,RT : Tyagi and Khaitan are examples of ' Behti Ganga me Haath Dho lena ' : RM in LS #AgustaWestlandScam /
"Ye naya bhikari kaun hai @KaminaPun ? Attention lene aa gaya

@witchybitchygal @drmalvika6",ye naya bhikari kaun hai ? aattention lene a gaya
"magar hum donon ko bilkul mazza nahi aata :'( 
:P",magar hum donon ko bilkul mazza nahi ata :'(
KABHI KABHI ACCHA BOLTA HAI .... GOOD ONE https://t.co/EWkgnBHtMl,kaabhee kaabhee aacchaa boltaa haaee .... good one
"breaking dawn is coming out on the 16th  ,  yayyy","breaking dawn is coming out on the 16th , yayyy"
Can You Take It Ravish Kumar ? : http://t.co/ZjDpAhxrgX via @youtube #ndtv #ravishkumar,can you take eet ravish kumar ? : via #ndtv #ravishkumar
bhai ye sab desh drohi ki jaat hai @im_rabspic.twitter.com/65jYq2VNHX,bhai ye sab desh drohi ki jat hai
@hydbadshah haan bhai @flipkartsupport,han bhai
"kewal 20 second me .  ,  !","kewal 20 second me . , !"
"AAP ne Delhi mein apna jhaadu chala kar khud ko saaf kar diya.
#JaiHo",aaaap ne delhi mein apna jhadu chala kar khud ko saf kar diya. #jaiho
@Singhlicious bina ram ke laptop kaise chalta hai be,bina ram ke laptop kaise chalta hai be
"@sayshardik dekh na, nahi bol sakta","dekh na, nahi bol sakta"
tu dono le le bhai.,tu dono le le bhai.
@cityslicker_me DP dekh kar koi nahi bolta. Humko toh 25 log correct kar dete aur bewda bolte so alag,dp dekh kar koi nahi bolta. humko toh 25 log correct kar dete aur bewda bolte so alag
"Chalni karde seena..
Ek aur galti karde Carolina..",chalni karde seena.. ek aur galti karde carolina..
@MohitParmarr Bhai kisi dilli wali ne dil toda kya tumhara?,bhai kisi dilli wali ne dil toda kya tumhara?
"Haha, ye alag breed hai Bandra women","haha, ye alag breed hai bandra women"
"RT @k01768938 : @sangita_salman Saw phool khele jab ye khele roop sunhara , saw chand bana jab ye bana chand sa chehra . Accha laga sangita !","rt : saw phool khele jab ye khele roop sunhara , saw chand bana jab ye bana chand sa chehra . aaccha laga sangita !"
"@Alllahdin https://instagram.com/p/2qKNVPj6kW/  ye dekh, like kar","/ ye dekh, like kar"
"Chahe kitna bhi bada mahagathbandhan kar lo, aakhir mein BJP ne dhoti utaar hi di.","chahe kitna bhi bada mahagathbandhan kar lo, akhir mein bjp ne dhoti utar hi di."
@scratchysingh block karna har samasya ka samadhan nahi hai @LoKarDi_RT,block karna har samasya ka samadhan nahi hai
.@JhaSanjay ek baat to aapko maan ni padegi sir. Modi ji nahi hote to aaj aapke paas koi kaam nahi hota aur ghar chalana mushkil ho jata.,. ek bat to apko man ni padegi sir. nodi ji nahi hote to aj apke pas koi kam nahi hota aur ghar chalana mushkil ho jata.
rashtrawad led by kiran bedi ki jeet hogi  !,rashtrawad led by kiran bedi ki jeet hogi !
@wrogn_ kyu kuch nahi?,kyu kuch nahi?
@dhaval241086 bots nahi hai woh @UniqueIdiot_ ke pets hai..,bots nahi hai woh ke pets hai..
Yeh IIT se kaise pass hua iski jaanch honi chahiyehttps://twitter.com/ArvindKejriwal/status/722268629048389632 …,yeh eeeet se kaise pass hua iski janch honi …
"bhai ,  cover up kartey samay pichey ka fens kahan gaya ? ","bhai , cover up kartey samay pichey ka fens kahan gaya ?"
Bhala meri paad uske paad se badbudar kaisi?https://twitter.com/UberFacts/status/847513017650524160 …,bhala meri pad uske pad se badbudar …
"anyone wanna go see #shedseven at boro on 14th december ?  ?  17 . 50 each .  let me know ,  i really want to go .","anyone wanna go see #shedseven at boro on 14th december ? ? 17 . 50 each . let me know , i really want to go ."
"Aadha sar Dove se dhoya hai, aap khud hi dekh sakte hai iska asar.pic.twitter.com/KfBsSCRcsC","aaadha sar dove se dhoya hai, ap khud hi dekh sakte hai iska"
"Also, Nepalis must know this thing;
jo shasha hai wohi bhatisha hai, aur jo bhatisha hai wohi shasha hai, aur jo shasha hai woh hai hi nahi","aalso, nepalis must know this thing; jo shasha hai wohi bhatisha hai, aur jo bhatisha hai wohi shasha hai, aur jo shasha hai woh hai hi nahi"
@90sWasAwesome Pappu ka kachcha limbu hai @htTweets,pappu ka kachcha limbu hai
RT @TonyKakkar : Ye Bhai kohli hai ya superman .. yayyyyyyyy ... #IndvsAus,rt : ye bhai kohli hai ya superman .. yayyyyyyyy ... #eendvsaaus
"@kaalia_bhatt @KeepsItRustic yaar ek aadha khamba old monk maanga hai, khoon nahi","yar ek adha khamba old monk manga hai, khoon nahi"
RT @LeMeBuntty : Pyar Ek Virus Hai Aur Mom Dad Ki Chappal Anti-Virus ðŸ”«,rt : pyar ek virus hai aaur nom dad ki chappal aanti-virus ðÿ”«
mario toh mera fav tha .  . but ab usey ps2 ne replace kar dia .  . uff vo kya din the .  . ab sirf burnout revenge khelti hu .  .,mario toh mera fav tha . . but ab usey ps2 ne replace kar dia . . uff vo kya din the . . ab sirf burnout revenge khelti hu . .
@someUSER waheed proposed mdp to join the gov prior coni's verdict .  7 feb controversial power transfer refrained mdp joining the govt .,waheed proposed mdp to join the gov prior coni's verdict . 7 feb controversial power transfer refrained mdp joining the govt .
"Doosro ka maar ke bana thaa, doosro ka maarne ke chakkar me phasa....","doosro ka mar ke bana tha, doosro ka marne ke chakkar me phasa...."
"mujhe to lga tha papa ki band bjne wali h ,  bt yha to chkr hi ulta pd gya .  . ;) :p","mujhe to lga tha papa ki band bjne wali h , bt yha to chkr hi ulta pd gya . ."
"@FaslaRakhein dad office k kaam me phasay hue hen .. 9 , 9.30 tak aa jae ge ... ðŸ˜’ðŸ˜’ Yaha wait hi nai ho raha .. ðŸ˜’ðŸ˜’ðŸ˜•","dad office k kam me phasay hue hen .. 9 , 9.30 tak a jae ge ... ðÿ˜’ðÿ˜’ yaha wait hi nai ho raha .. ðÿ˜’ðÿ˜’ðÿ˜•"
@Babu_Bhaiyaa sir seedha khopdi phodte ho aap,sir seedha khopdi phodte ho ap
"@coolfunnytshirt arre arre, bhai ye mazaak nahi hai. :'(","arre arre, bhai ye mazak nahi hai. :'("
super duper like .  yehi hota hai sab jagah :),super duper like . yehi hota hai sab jagah
"[info] taetiseo will perform on  "" love in asia ""  tomorrow (11/02) at 02:30pm (kst) ,  kbs will broadcast the concert on 13 november at 07:30pm","[info] taetiseo will perform on "" love in asia "" tomorrow (11/02) at 02:30pm (kst) , kbs will broadcast the concert on 13 november at 07:30pm"
Salman gadi aaram se chlana ab wrna jai..l,salman gadi aram se chlana ab wrna jai..l
barbaad hogayi hai duniya Nisha :(,barbad hogayi hai duniya nisha
@Alllahdin KYUN PAISA PAISA KARTI HAI KYUN PAISE PE TU MARTI HAI????????,kyoon paaeesaa paaeesaa kaartee haaee kyoon paaeese pe too naartee haaee????????
"Bill aaj shayar hai, rum aaj nagma hai, sab ye ghazal hai sanam.","bill aj shayar hai, rum aj nagma hai, sab ye ghazal hai sanam."
"@StarSportsIndia READY FOR TOSS . HEAD IS CALL ITS TAILS "" INDIA WINS TO$$'' TOSS JITA HAI AB MATCH JITO #INDvsPAK","READY FOR TOSS . HEAD IS CALL ITS TAILS "" INDIA WINS TO$$'' TOSS JITA HAI AB MATCH JITO #INDvsPAK"
"Are bato agar tumhara bahan ko koi rape karke murder karde to tum ahinsa ki raste pe chalkar oose payar se samjaoge "" ki aur kisiko rape nakare ????","aare bato agar tumhara bahan ko koi rape karke murder karde to tum ahinsa ki raste pe chalkar oose payar se samjaoge "" ki aur kisiko rape nakare ????"
@richazjoy jalta hai ye @Atheist_Krishna,jalta hai ye
"PAKISTAN KO BAMM SE UDYA DIYA JAAYEGA.

No minister said since 1947.",PAKISTAN KO BAMM SE UDYA DIYA JAAYEGA. No minister said since 1947.
haa yaar fatafat ek cartoon post karo :),ha yar fatafat ek cartoon post karo
@i_Arhaan abe to ladke se flirt karke karta bhi kya. Accha hua,abe to ladke se flirt karke karta bhi kya. aaccha hua
"Modi ji in China, ""Mitron, main chai ke saath saath chow-mein aur kabhi kabhi chilli-potato bhi bechta tha"".","nodi ji in china, ""nitron, main chai ke sath sath chow-mein aur kabhi kabhi chilli-potato bhi bechta tha""."
"@YearOfRat haha, aajao yaar milne. Main toh nahi aa paya. Bas daaru ki botal le aao","haha, ajao yar milne. nain toh nahi a paya. bas daru ki botal le ao"
@retardedwriter @TheVacuumHead LOL..bandh karonye nanga naach. Isse baat mat kar ye shaitaan ki beti hai.,lol..bandh karonye nanga nach. eesse bat mat kar ye shaitan ki beti hai.
tujhe dekha to ye jana :D,tujhe dekha to ye jana
@i_namanmathur han bhai itni hi hai,han bhai itni hi hai
Cc @opindia_com bhai kuch karo inka,cc bhai kuch karo inka
"@Ra_Bies Pootna, Mini Pootna (aurat gabbar) ki watt lagayee.. Maine @akshaykanitkar aur @HathwalaThakur ne mil kar :D","pootna, nini pootna (aurat gabbar) ki watt lagayee.. naine aur ne mil kar"
"omg l ki power  ,  lol lol","omg l ki power , lol lol"
@Nomadic_Soul_ kise aankh maari?,kise ankh mari?
@someUSER hahaha !  !  i do look good with a greek child !  i'm home tomorrow morning so i'll try skyping you xx,hahaha ! ! i do look good with a greek child ! i'm home tomorrow morning so i'll try skyping you xx
abe chipka nhi hun tv se .  sofe pe baitha hun .  :3,abe chipka nhi hun tv se . sofe pe baitha hun . :3
@someUSER i went trick or treating every year of high school except senior year only cuz negros was faking .  im going tomorrow too .,i went trick or treating every year of high school except senior year only cuz negros was faking . im going tomorrow too .
Aap shadi kab karoge yaar :(,aaap shadi kab karoge yar
abhi tv pe bank me cricbuzz pe .  .  . jitaenge poore damm se,abhi tv pe bank me cricbuzz pe . . . jitaenge poore damm se
aaj wala kuch khaas nahi. Total waste.,aj wala kuch khas nahi. total waste.
Bhai sahab #Demonetisation ka result to dekh liya ab #GST ke bad sayad hi #AccheDin ayenge... Aur sabko chahiye #VIKASH 0 Dekh lo ....,bhai sahab #demonetisation ka result to dekh liya ab #gst ke bad sayad hi #aacchedin ayenge... aaur sabko chahiye #veekaash 0 dekh lo ....
aaj pakistan me kuch logo ko to khana mil hi jaega bacha huahttps://twitter.com/TimesNow/status/781077313140162560 …,aj pakistan me kuch logo ko to khana mil hi jaega bacha …
@TheDilliMirror subah subah teri shakal dekh li.. Pata nahi din kaisa jaega,subah subah teri shakal dekh li.. pata nahi din kaisa jaega
@minicnair Ankit Lal se photoshop karwayee ?,aankit lal se photoshop karwayee ?
"observers from un ,  eu ,  cw ,  send to coni  ,  according to this observers what the maldivian have seen live and on tvs on 7 feb are day dream ,","observers from un , eu , cw , send to coni , according to this observers what the maldivian have seen live and on tvs on 7 feb are day dream ,"
We r the best ,We r the best
himmat wale sushil log  .  .,himmat wale sushil log . .
@NehaYagnik @HITKPKD Chhupenge toh bhi nahin bachenge http://bit.ly/1CoC7ZE  #LalHITMovies @HITKPKD,chhupenge toh bhi nahin bachenge #lalheetnovies
"@MehekMahtani Zamana kharaab hai.. Shine lajawaab hai: https://www.youtube.com/watch?v=CK4rf9T6OrI … #LagGayiVaat 
Shine",zamana kharab hai.. shine lajawab hai: … #laggayivat shine
"@kamaalrkhan bhai in 5,70,000 me se 5,67,093 to sirf tujhe gaaliya dene ke liye follow karte hain.","bhai in 5,70,000 me se 5,67,093 to sirf tujhe galiya dene ke liye follow karte hain."
"@Atheist_Krishna ""Arre mujhe nahi Krishna ko dubaoooo... NAHIIIIIIIIIIII""pic.twitter.com/MZFIK5tTlr","""aarre mujhe nahi krishna ko dubaoooo..."
"so many of these sketches take us back to our days ,  this took me to my science projects ,  made in  "" collaboration ""  with maa . ","so many of these sketches take us back to our days , this took me to my science projects , made in "" collaboration "" with maa ."
